,Drop index,Predicted y,RMSE,R^2,MAE,RMSE %,R^2 %,MAE %
0,0b0,"[40.46303226  7.53593548 14.36896774 39.38777419 53.52274194 10.00241935
 38.74806452 10.36174194 51.63193548 35.08296774 39.65451613 44.74722581
 34.17245161 38.66       17.43809677 15.92819355 16.39109677 52.12493548
 32.42790323 38.79951613 34.91751613 15.91190323 29.07825806 16.70719355
 32.33319355 46.92474194 33.09803226 51.44216129 19.56503226 45.31870968
 23.00206452 39.16274194 52.26870968 31.37367742 39.97719355 44.96264516
 11.51264516 40.87641935 29.15754839 67.32845161 13.57312903 25.69077419
 51.15016129 36.13254839 44.89851613 41.72587097 58.13977419 26.19287097
 33.10954839 13.25948387 19.07564516 20.25077419 39.20441935 37.29551613
 21.34777419 45.86687097 51.64980645 10.25690323 38.49380645 52.31651613
 34.59425806 53.16367742 39.56448387 44.96896774 34.07316129 32.72406452
 37.13574194 25.5523871  43.3953871  64.27716129 58.63177419 21.70777419
 40.66312903 32.30377419 49.56790323 14.76912903 24.185       9.09577419
 38.73767742 39.01093548 33.31903226 47.54868817 38.7346129  23.79174194
 31.48906452 31.99880645 57.42648387 32.33032258 47.88396774 26.71606452
 27.17748387 26.90567742 64.61258065 34.84616129 26.54516129 23.21367742
 28.80725806 31.59445161 42.51396774 46.87477419 42.9653871  16.34796774
 47.41980645 12.39587097 22.44019355 48.31164516 15.61819355 15.54345161
 21.08954839 13.20054839 15.65125806 37.35354839 10.67274194 52.87432258
 40.87080645 39.74519355 42.70716129 30.88448387 59.63654839 19.49241935
 72.80225806 48.00793548 52.46393548 31.743      38.1326129  33.35477419
 20.10393548 41.6733871  41.835      55.80776344 31.59883871 20.39629032
 31.86748387 37.51970968 44.92929032 25.93509677 13.72932258 56.45008602
 24.27722581 52.80496774 40.24329032 40.39822581 35.06512903 20.5296129
 28.38954839 34.63374194 34.51635484 18.72951613 24.37090323 35.27012903
 30.023      33.29393548 19.5983871  41.1403871  22.24925806 39.73277419
 34.593      30.85593548 42.23767742 51.29164516 22.65945161 37.15658065
 35.0933871  19.628      15.32722581 40.64629032 31.57367742 27.88245161
 20.78941935 53.10783871 35.84354839 58.24819355 23.41174194 40.92758065
 61.62758065 27.57703226 21.82164516 19.01274194 38.01806452 36.61041935
 28.21370968 21.82712903 50.923      31.20370968 58.81432258 33.4983871
 63.06958065 73.96296774 63.532      33.93967742 32.73145161 21.86080645
 32.486      22.42541935 55.52670968 20.48216129 30.78903226 11.95016129
 57.77006452 49.10129032 45.60397849 42.79229032]",4.066874517826298,0.9278578754485632,2.941038645800063,1,1,1
1,0b1,"[40.5486129  21.37       34.67333333 34.025      50.99313978 21.37
 30.05333333 16.04       40.42333333 64.15       40.16488387 44.68315361
 28.415      45.062      38.43666667 24.37183871 30.835      52.94833763
 36.15       46.51004916 34.96662581 12.98983871 34.46       38.17394409
 22.46       38.16333333 31.10380215 41.0875     33.09666667 45.14829032
 18.37990323 51.3125     58.13333333 35.9425     27.94       65.45
 12.34706452 35.95       18.775      31.2        16.55       19.44
 43.69       35.76970968 51.41       32.84       55.55341075 26.5394
 33.25564516 13.26558065 34.18780645 24.90103333 39.705      20.08
 32.65709677 39.71451613 48.12628172 25.22       25.22       49.31666667
 35.59845914 36.66       30.7925     44.33980645 34.86467849 52.56666667
 20.12333333 31.085      27.08666667 51.3125     64.15       23.08333333
 44.60333333 27.185      34.14       31.17212903 45.062       8.8096129
 33.374      25.14309677 34.00313226 23.87       25.22       38.16333333
 39.705      31.98104839 56.98164516 32.55970968 32.84       43.69009677
 18.47       26.99003226 64.98762366 26.18666667 15.32980645 51.41
 27.97750645 60.49333333 64.15       45.9525     42.85825484 32.704
 34.46       24.8523871  15.03187097 37.54       34.51       15.482
 20.5846129  12.75748387 21.94666667 37.03607527 26.685      51.7136
 39.09120968 60.71360753 37.46714286 40.88666667 44.05333333 31.66119355
 59.8        48.42741935 51.565      30.98832258 18.775      53.44460215
 23.86       40.20710753 29.28       42.55       27.0425     41.29
 32.22216129 33.09666667 44.56125806 39.57674194 30.7925     42.55
 34.025      52.81       60.838      40.212      38.43666667 44.60333333
 28.40758065 35.26960968 21.94666667 14.5988172  25.00332258 29.2325
 38.61       33.94184194 19.13058065 28.6025     32.704      40.86416129
 35.58562043 30.38480645 36.15       49.31666667 43.69       31.17212903
 31.53754624 37.47406452 31.41       28.415      25.65803011  9.74187097
 39.71451613 43.905      40.42333333 38.21666667 16.55       27.09
 53.675      51.565      27.0425     31.17212903 28.04       18.775
 17.27203226 25.67       37.5875     12.65333333 46.58833333 20.12333333
 59.058      52.94       60.30886129 33.66347312 23.08333333 15.70151613
 22.46       11.96093548 51.41306022 16.04       35.95       18.77441935
 60.49333333 35.95       23.87       58.13333333]",12.715252583299165,0.2947917795581403,9.81746471460509,3.1265416544239324,0.3177122136465418,3.3380944274992363
2,0b10,"[40.64790323  6.45725806 11.7616129  39.89348387 57.26280645  9.08848387
 40.70374194 10.7996129  52.00903226 32.91854839 38.86567742 41.47364516
 33.86229032 38.66       16.88716129 16.39932258 17.03941935 53.69345161
 33.83080645 38.07103226 34.68532258 16.65116129 29.20090323 16.66377419
 31.927      47.8066129  31.85058065 51.703      19.10225806 44.97774194
 23.21258065 38.57219355 51.9623871  31.42270968 39.93090323 45.36970968
 12.36670968 41.36496774 30.05709677 66.79490323 14.33680645 28.91325806
 51.40387097 36.27935484 44.35712903 42.40567742 58.07674194 25.13683871
 33.59219355 13.44406452 21.07416129 18.11851613 40.39580645 38.32554839
 20.94719355 48.37064516 50.72429032 10.31629032 39.06303226 51.70222581
 32.85677419 53.67222581 41.927      43.82770968 35.73706452 31.08741935
 38.22335484 24.89867742 45.3766129  62.89190323 60.69454839 22.29532258
 38.95222581 32.80096774 50.66090323 15.183      24.185       8.78967742
 39.44554839 39.31529032 33.52722581 48.35651613 39.41077419 24.09490323
 30.91541935 31.12780645 57.60416129 32.52319355 49.29551613 27.63319355
 27.72051613 26.24674194 64.04112903 34.92535484 26.39009677 23.39348387
 29.1516129  29.94916129 42.1013871  46.17022581 42.20306452 14.45848387
 47.90951613 13.1146129  23.08677419 48.87764516 16.92432258 15.50058065
 21.82358065 11.67690323 15.0996129  36.99370968  9.72293548 52.93364516
 38.82141935 40.59258065 45.42377419 30.51622581 61.41548387 19.6736129
 72.30407527 48.01858065 52.35541935 31.57051613 39.29032258 32.22687097
 21.32270968 42.48735484 41.7486129  57.06170968 32.30403226 16.93819355
 32.28451613 38.5016129  44.57658065 23.31774194 15.02832258 59.30855914
 24.21235484 51.45993548 39.67677419 41.62022581 35.0896129  20.26554839
 28.40690323 34.67306452 37.33964516 19.34064516 23.56625806 34.71006452
 31.89964516 33.49735484 20.04651613 41.48645161 21.28625806 40.61206452
 32.83545161 30.36664516 41.84474194 50.06345161 22.41096774 39.34470968
 33.921      18.38964516 16.00322581 40.86893548 29.71906452 28.73270968
 19.29429032 52.96516129 36.54570968 57.823      23.51725806 40.53674194
 63.54364516 27.931      21.30277419 18.94312903 39.00006452 37.58203226
 30.14635484 21.93867742 51.84722581 31.98177419 58.53170968 34.52874194
 63.41690323 74.37716129 64.25596774 33.94906452 33.60274194 22.35841935
 32.51880645 24.03648387 58.84054839 24.96703226 31.24183871 11.92954839
 56.22308602 49.48051613 45.97906452 43.02958065]",4.178497785116914,0.923843366934316,3.0063951346747584,1.0274469415767167,0.9956733583661114,1.0222222475614278
3,0b11,"[40.56783871 21.37       34.67333333 34.025      54.00684731 21.37
 30.05333333 16.04       40.42333333 64.15       38.96832258 41.11343871
 25.742      45.062      38.43666667 24.31722581 30.835      53.59090968
 36.15       42.25840645 31.86160108 12.83177419 34.46       37.43783871
 22.46       38.16333333 32.34434194 41.0875     33.09666667 44.96115054
 18.29374194 51.3125     58.13333333 35.9425     27.94       65.45
 11.72396774 35.95       18.775      31.2        16.55       19.44
 43.69       35.85390323 51.41       32.84       56.67887742 25.4701871
 33.27209677 13.24580645 34.10264516 21.36756237 39.705      20.08
 32.5026129  39.607      41.91630538 25.22       25.22       49.31666667
 32.90000215 36.66       30.7925     43.739      35.55095699 52.56666667
 20.12333333 31.085      27.08666667 51.3125     64.15       23.08333333
 44.60333333 27.185      34.14       31.23458065 45.062       8.91409677
 33.374      24.92409677 32.82818065 23.87       25.22       38.16333333
 39.705      30.77930645 57.04045161 32.94129032 32.84       44.13412903
 18.47       26.24879032 65.05245161 26.18666667 15.22222581 51.41
 29.70630645 60.49333333 64.15       45.9525     43.15238065 32.704
 34.46       24.88083871 14.99190323 37.54       34.51       15.46870968
 21.79767742 11.89222581 21.94666667 36.97806452 19.88333333 51.40186667
 37.27415054 55.87051613 37.46714286 40.88666667 44.05333333 31.87206452
 59.8        48.05722581 51.565      30.75351613 18.775      52.56621935
 23.86       41.87376344 29.28       42.55       27.0425     41.29
 32.66706452 33.09666667 44.24330968 39.43393548 30.7925     42.55
 34.025      52.81       60.838      40.212      38.43666667 44.60333333
 28.39648387 31.89566989 21.94666667 14.13671505 24.39125806 29.2325
 38.61       32.88603871 18.77170753 28.6025     32.704      40.23467742
 32.81829247 30.31232258 36.15       49.31666667 43.69       31.23458065
 30.75153978 37.57058065 31.41       25.742      26.03650538  9.78967742
 39.607      43.905      40.42333333 38.21666667 16.55       27.09
 53.675      51.565      27.0425     31.23458065 28.04       18.775
 17.25629032 25.67       37.5875     12.65333333 46.58833333 20.12333333
 61.57666667 52.94       62.46904301 34.08122581 23.08333333 15.76196774
 22.46       11.96687097 54.21015269 16.04       35.95       19.26822581
 60.49333333 35.95       23.87       58.13333333]",12.705828451818766,0.29583674693991646,9.89942728703745,3.1242243634824267,0.3188384285652555,3.3659630080598504
4,0b100,"[40.29616129  6.34345161 14.36896774 36.82548387 52.65245161  8.98935484
 35.91116129 10.15103226 51.84687097 30.90319355 41.82212903 47.5227957
 33.80080645 38.66       17.00974194 15.32606452 16.03603226 50.77806452
 32.37377419 43.70567742 34.03935484 13.28580645 27.03480645 16.48096774
 32.63758065 47.30429032 35.09648387 52.21545161 19.93225806 44.57767742
 23.339      40.92051613 51.82412903 31.18329032 40.05277419 45.43535484
 11.67693548 40.93796774 29.69093548 70.64822581 13.12383871 24.62183871
 51.1356129  36.45335484 45.468      42.61883871 60.46683871 26.02619355
 32.983      13.5316129  18.77312903 20.67045161 39.08593548 38.07032258
 22.01158065 44.72516129 55.03987097 11.62225806 38.70180645 52.34374194
 34.79641935 53.54035484 41.12590323 44.76903226 35.00280645 29.41609677
 38.84896774 25.04945161 38.68967742 63.3396129  60.14980645 21.47583871
 41.56245161 34.02367742 48.939      13.31880645 24.185       9.00396774
 38.47145161 40.98403226 30.30987097 48.78670968 39.07558065 24.31645161
 29.88016129 31.88106452 57.31812903 32.37712903 49.23454839 26.60519355
 27.30587097 27.54974194 64.34403226 34.45177419 23.12054839 23.18758065
 27.48964516 31.98277419 39.05280645 46.72232258 43.62803226 15.7243871
 46.76919355 11.07367742 23.013      48.42545161 15.32964516 15.42348387
 21.40158065 12.45419355 15.52816129 37.16       10.03177419 53.09648387
 41.69996774 37.34258065 43.80751613 30.58522581 60.52532258 20.69080645
 72.46677419 48.08119355 52.62625806 31.42154839 40.43006452 34.18219355
 20.4266129  40.69303226 41.9073871  56.83236559 32.23132258 18.74993548
 32.13287097 37.41641935 45.27396774 23.12829032 13.63325806 59.86301075
 18.47777419 52.9436129  39.73280645 39.93480645 34.66922581 20.99512903
 28.86377419 33.79441935 35.49774194 20.44219355 23.86754839 35.18916129
 31.75922581 30.26119355 19.57603226 41.91590323 21.85570968 41.36635484
 34.75493548 30.64870968 40.74490323 51.07735484 22.47890323 36.86716129
 34.73112903 19.6413871  15.59567742 40.76393548 32.56935484 28.46909677
 19.53690323 53.16077419 35.39706452 58.48525806 25.68751613 41.5816129
 62.37693548 27.89877419 22.0356129  16.34309677 38.86622581 38.55806452
 29.28296774 22.13603226 51.5536129  32.34709677 58.96467742 35.36909677
 63.86174194 73.67687097 64.82751613 33.79551613 33.30087097 22.81180645
 32.9953871  25.2133871  55.77654839 20.80703226 27.62970968 11.63503226
 58.69377419 48.46845161 45.4796129  43.35132258]",4.09288479667131,0.9269321339347941,2.999076226977536,1.0063956433204422,0.9990022809114795,1.0197337023300777
5,0b101,"[40.43125806 21.37       34.67333333 34.025      51.19642796 21.37
 30.05333333 16.04       40.42333333 64.15       41.75032258 49.00408065
 28.415      45.062      38.43666667 24.43132258 30.835      52.15806667
 36.15       47.89953533 31.48676989 12.23477419 34.46       38.7275
 22.46       38.16333333 32.41796774 41.0875     33.09666667 44.09687742
 18.77609677 51.3125     58.13333333 35.9425     25.53666667 65.45
 11.49773118 35.95       18.775      43.36666667 16.55       19.44
 43.69       35.97790323 51.41       32.84       57.56783656 26.86460215
 33.54416129 13.1643871  34.06309677 25.25089677 39.705      20.08
 32.46122581 39.94567742 47.7282043  25.22       25.22       49.31666667
 34.38645161 36.66       30.7925     44.69629032 34.05675269 52.56666667
 20.12333333 31.085      27.08666667 51.3125     64.15       23.08333333
 44.60333333 27.185      34.14       31.96041935 45.062       8.84132258
 33.374      24.96874194 30.91497097 23.87       25.22       38.16333333
 39.705      31.27028817 56.81812903 32.37874194 32.84       42.89496774
 18.47       26.83440323 63.87767742 26.18666667 15.88887097 51.41
 29.07530323 60.49333333 64.15       45.9525     43.71877419 32.704
 34.46       24.59       14.77348387 37.54       34.51       15.44183871
 20.98263226 11.66119355 21.94666667 37.04173118 26.685      51.38945806
 38.18004516 59.15511398 37.46714286 40.88666667 44.05333333 31.69967742
 59.8        48.76450538 51.565      31.38347312 18.775      55.58333333
 23.86       39.74282258 29.28       42.55       27.0425     41.29
 32.26751613 33.09666667 44.21512688 39.64319355 30.7925     42.55
 34.025      52.81       60.838      40.212      38.43666667 44.60333333
 28.67512903 32.04562903 21.94666667 13.79630323 24.97293548 29.2325
 38.61       30.86278387 18.89470753 28.6025     32.704      40.60787097
 34.56922581 30.20098387 36.15       49.31666667 43.69       31.96041935
 32.95745376 37.66829032 31.41       28.415      27.86848387  9.65212903
 39.94567742 43.905      40.42333333 38.21666667 16.55       27.09
 53.675      51.565      27.0425     31.96041935 28.04       18.775
 17.21541935 25.67       37.5875     12.65333333 46.58833333 20.12333333
 59.058      52.94       60.06670753 33.83980645 23.08333333 16.23729032
 22.46       11.90309677 53.03619355 16.04       35.95       19.02880645
 60.49333333 35.95       23.87       58.13333333]",12.585803641718039,0.30907757865673857,9.83065234216969,3.0947115743430955,0.333108751711913,3.342578430993523
6,0b110,"[40.47032258  6.34635484 12.24403226 40.0906129  56.84303226  9.49467742
 37.05367742 10.3506129  51.97451613 30.8053871  43.90377419 44.50929032
 33.71309677 38.66       16.30709677 16.4686129  16.79109677 51.7256129
 34.3293871  42.68906452 34.27109677 11.93051613 29.525      15.7926129
 32.68706452 48.85770968 34.61312903 52.18367742 18.12993548 44.59006452
 24.14716129 40.65141935 52.47151613 32.35132258 39.866      44.45093548
 12.29509677 40.94348387 30.41803226 70.38580645 14.43393548 22.44
 51.68919355 36.47335484 43.49529032 44.22677419 59.98454839 26.2053871
 33.30551613 13.73112903 21.84709677 18.10506452 40.30858065 38.19632258
 21.32625806 49.5773871  53.56148387 11.08319355 39.37148387 51.27129032
 33.89141935 53.7593871  42.44625806 44.04780645 36.04280645 28.86890323
 39.35706452 24.90503226 41.00083871 63.14845161 60.51764516 20.58470968
 39.44609677 34.41890323 53.17712903 13.90066667 24.185       8.91125806
 39.09193548 40.34632258 31.45441935 49.17806452 39.97929032 23.37867742
 28.39306452 31.18680645 57.36035484 32.87241935 52.36758065 27.16841935
 27.47696774 26.74525806 63.97145161 33.95677419 24.39841935 21.77790323
 26.19477419 30.15283871 40.46016129 45.65735484 43.4356129  15.00190323
 48.62609677 10.95319355 24.12206452 49.08651613 16.90032258 15.49345161
 21.15329032 10.05251613 15.44       37.00248387 10.15725806 53.60480645
 43.23535484 36.46503226 44.64883871 32.23503226 60.07612903 20.0843871
 71.71130108 47.9066129  52.21392473 31.30645161 41.57187097 32.16532258
 20.37358065 40.34445161 41.55212903 57.74158065 33.88745161 16.62380645
 31.86548387 38.88825806 44.96422581 21.4136129  15.0276129  57.601
 22.159      51.14074194 38.49574194 41.13258065 36.20080645 20.17245161
 28.64119355 33.89148387 37.0483871  19.91212903 23.60312903 34.28
 31.02051613 31.2426129  20.81312903 42.35919355 21.83609677 41.28658065
 33.87135484 30.77454839 41.17706452 49.63474194 21.70151613 37.4616129
 35.1766129  18.13487097 15.89048387 41.01480645 32.09254839 29.93241935
 18.96367742 52.31835484 36.75729032 58.37358065 25.53093548 40.90416129
 62.39493548 27.28183871 22.02887097 16.89245161 39.93045161 38.75251613
 32.03587097 22.54374194 52.49232258 31.58596774 59.19193548 35.58919355
 64.73522581 72.7318172  64.7036129  33.76077419 33.86206452 22.88296774
 34.07551613 29.17590323 59.49612903 21.08219355 30.30580645 11.7076129
 57.46334409 50.23322581 46.76       42.37987097]",4.12304419304728,0.9258513305281925,2.9706663472798907,1.0138115092990387,0.9978374436716391,1.0100738905699649
7,0b111,"[40.69089247 21.37       34.67333333 35.87666667 54.82573763 21.37
 30.05333333 16.04       40.42333333 64.15       43.37564516 44.00832796
 26.872      45.062      38.43666667 24.40419355 27.656      51.54982366
 36.15       46.31073118 31.30659677 12.255      34.46       38.7275
 22.46       38.16333333 33.04891613 41.0875     33.09666667 44.90004301
 18.55435484 51.3125     58.13333333 35.9425     27.656      65.45
 12.21577419 35.95       18.775      43.36666667 16.55       19.44
 43.69       35.77496774 51.41       32.84       56.52711183 26.26106452
 33.49896774 13.15606452 34.29       18.55435484 39.705      20.08
 32.57219355 35.87666667 48.80654194 25.22       25.22       49.31666667
 32.98549032 36.66       30.7925     44.29915054 35.71006452 52.56666667
 20.12333333 31.085      27.08666667 51.3125     64.15       23.08333333
 44.60333333 27.185      38.188      31.97       45.062       8.96145161
 33.374      24.64025806 30.85909677 23.87       25.22       38.16333333
 39.705      29.92563441 57.29780645 32.76096774 32.84       43.04396774
 18.47       26.70596774 63.42264516 26.18666667 16.21135484 51.41
 28.38163441 60.49333333 64.15       45.9525     43.68916129 32.704
 34.46       24.59       14.77858065 37.54       27.929      15.36858065
 20.91951613  9.91548387 21.94666667 37.11710753 19.88333333 51.55923226
 38.28610323 56.91749892 37.46714286 38.188      44.05333333 31.74783871
 59.8        47.79491613 51.565      31.225      18.775      55.58333333
 23.86       39.24558925 29.28       42.55       27.0425     41.29
 32.19948387 33.09666667 44.09715054 39.3656129  30.7925     42.55
 35.87666667 52.81       60.838      40.212      38.43666667 44.60333333
 28.70825806 31.76155161 21.94666667 15.32475054 23.85148387 29.2325
 38.61       30.62089677 18.62183871 28.6025     32.704      40.99145161
 32.99722151 30.19229032 36.15       49.31666667 43.69       31.97
 32.1901957  37.78925806 31.41       26.872      26.3435914   9.62
 35.87666667 43.905      40.42333333 38.21666667 16.55       27.09
 53.675      51.565      27.0425     31.97       28.04       18.775
 17.49070968 25.67       37.5875     12.65333333 46.58833333 20.12333333
 61.57666667 52.94       65.59278495 33.66987097 23.08333333 15.61987097
 22.46       11.96280645 56.5677957  16.04       35.95       19.36319355
 60.49333333 35.95       23.87       58.13333333]",12.434286394282259,0.32561311640239965,9.71845398244893,3.0574551390211706,0.35092994845248837,3.3044292009992198
8,0b1000,"[40.40658065  6.91951613 14.1363871  38.80070968 55.02396774 10.10177419
 40.9086129  10.10203226 51.24109677 34.10209677 40.9346129  44.63658065
 34.29483871 38.66       16.35064516 16.73374194 16.23022581 53.35745161
 33.47435484 37.83248387 36.08267742 13.67145161 30.25603226 15.42354839
 32.95487097 46.68467742 31.76406452 52.16993548 18.98680645 45.2533871
 23.34083871 40.45893548 52.17996774 30.71458065 39.93490323 44.12322581
 11.84541935 40.99441935 30.34480645 66.01687097 14.50683871 28.28458065
 50.7563871  36.08477419 45.94954839 41.64506452 58.02912903 25.95458065
 32.79854839 13.23690323 19.58183871 20.49822581 39.5256129  38.35074194
 21.85896774 46.30509677 55.17422581 10.42729032 38.67793548 52.06096774
 32.68129032 53.87929032 39.66587097 43.52951613 33.76841935 31.10370968
 38.04354839 23.31019355 44.652      65.26916129 60.45958065 21.95896774
 39.88554839 32.17374194 48.34606452 14.84954839 24.185       8.81687097
 38.59251613 42.08416129 33.0446129  45.23641935 39.12596774 23.27345161
 32.78480645 32.34167742 57.38335484 32.44874194 48.367      28.56067742
 28.12629032 26.64103226 65.6823871  35.58474194 27.07119355 23.08145161
 28.321      28.70448387 41.82506452 46.251      42.45132258 16.26770968
 46.95841935 11.47867742 22.57174194 47.71983871 15.17741935 15.53974194
 21.18496774 13.096      15.68474194 37.25458065 11.12341935 50.28287097
 49.05854839 36.30019355 42.47506452 32.27729032 58.77541935 20.02609677
 71.90630108 49.02196774 48.46       31.4223871  38.46422581 33.24890323
 20.78670968 41.29225806 42.0676129  55.68919355 31.86809677 20.07941935
 31.89722581 37.98548387 44.049      26.29648387 13.16074194 58.96125806
 24.4246129  52.74067742 39.64570968 40.76806452 34.35374194 19.68974194
 28.65377419 36.12877419 36.94422581 19.47951613 24.32690323 35.74709677
 30.98016129 32.72309677 20.40493548 41.40409677 22.58567742 39.36370968
 32.68129032 31.64012903 42.05106452 51.21074194 21.25809677 37.19668817
 34.72016129 18.85477419 15.25722581 40.70422581 27.61158065 28.29919355
 21.01229032 52.03770968 35.64670968 57.93149462 23.66716129 40.38225806
 62.69896774 24.13       22.09941935 19.14106452 38.46422581 36.80974194
 28.78296774 21.9173871  51.73512903 32.406      59.12170968 34.56480645
 61.90403226 72.97946774 62.32703226 33.87541935 33.72129032 22.32735484
 33.51945161 23.06290323 54.87945161 23.41512903 31.21912903 11.74648387
 54.62874194 47.80590323 42.45516129 41.55829032]",4.07096575336146,0.9277126539122431,2.926903305653144,1.001005990107939,0.99984348730537,0.9951937591275433
9,0b1001,"[40.558      21.37       34.67333333 34.025      50.63536989 21.37
 30.05333333 16.04       40.42333333 64.15       39.95855484 43.17482366
 28.415      46.565      38.43666667 24.46703226 30.835      53.41640323
 36.15       42.26123594 34.73216989 12.30941935 34.46       37.56030645
 22.46       38.16333333 27.83091828 41.0875     33.09666667 45.76487097
 18.41848387 52.806      58.13333333 35.9425     27.94       65.45
 11.56884409 35.95       25.22       31.2        16.55       19.44
 43.69       36.0626129  51.41       32.84       53.47759508 26.13745161
 32.66045161 13.29383871 34.20483871 28.25832473 39.705      20.08
 32.32735484 39.70077419 46.77872581 25.22       25.22       49.31666667
 35.89493548 36.66       30.7925     43.81551613 33.28740154 52.56666667
 20.12333333 24.31       27.08666667 52.806      64.15       23.08333333
 44.60333333 27.185      34.14       30.86893548 46.565       9.06635484
 33.374      25.42867742 31.05283656 23.87       25.22       38.16333333
 39.705      32.69058065 57.11277419 32.94209677 32.84       44.39187097
 18.47       26.65429032 65.85670968 23.86       15.27212903 51.41
 29.78004624 60.49333333 64.15       45.9525     42.79789032 32.704
 34.46       24.83974194 15.03716129 37.54       34.51       15.4826129
 20.47748387 13.0876129  21.94666667 37.07812903 26.685      49.03235484
 44.05333333 60.17914409 37.46714286 40.88666667 44.05333333 31.567
 59.8        49.93516129 43.536      29.86845161 25.22       52.15635853
 23.86       40.3183871  29.28       42.55       27.0425     41.29
 31.89551613 33.09666667 44.10078495 39.58625806 30.7925     42.55
 34.025      52.81       60.838      40.212      38.43666667 44.60333333
 28.40306452 35.1241914  21.94666667 22.57910968 24.49733226 29.2325
 38.61       30.94788172 18.59802473 28.6025     32.704      39.76996774
 35.85596774 30.54974194 36.15       49.31666667 43.69       30.86893548
 27.285      37.50074194 31.41       28.415      18.47        9.62767742
 39.70077419 43.905      40.42333333 38.21666667 16.55       27.09
 53.675      43.536      27.0425     30.86893548 25.22       25.22
 17.32012903 25.67       37.5875     12.65333333 45.44857143 20.12333333
 59.058      52.94       61.51756559 33.96503226 23.08333333 15.77183871
 22.46       11.96058065 51.02196129 16.04       35.95       19.01787097
 60.49333333 35.95       23.87       58.13333333]",12.582711534278811,0.309417031580256,9.727956456175566,3.093951258915198,0.33347459753000597,3.3076601934719663
